,citing author name,citing paper title,cited paper title,affiliated institution,latitude,longitude,county,city,state,country
264,Runsheng Xu,Collaboration helps camera overtake lidar in 3d detection,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,UCLA,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
265,Jiaqi Ma,HM-ViT: Hetero-modal vehicle-to-vehicle cooperative perception with vision transformer,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
266,Weiwei Cai,Delving into Important Samples of Semi-Supervised Old Photo Restoration: A New Dataset and Method,Pik-Fix: Restoring and Colorizing Old Photos,Jiangnan University,31.48512185,120.26733518229403,,Binhu District,Jiangsu,China
267,Zhengzhong Tu,Maxvit: Multi-axis vision transformer,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
268,Lei Zhu,Biformer: Vision transformer with bi-level routing attention,MaxViT: Multi-axis Vision Transformer,City University of Hong Kong,22.3400204,114.16971664362887,,Kowloon,Hong Kong,China
269,Haoning Wu,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
270,Agus Gunawan,Modernizing old photos using multiple references via photorealistic style transfer,Pik-Fix: Restoring and Colorizing Old Photos,Technology (KAIST),36.3697191,127.36253700115094,,Daejeon,,South Korea
271,Yawei Li,The ninth NTIRE 2024 efficient super-resolution challenge report,MAXIM: Multi-Axis MLP for Image Processing,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
272,Guoxin Zhang,Multi-modal 3d object detection in autonomous driving: A survey and taxonomy,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Hebei University of Science and Technology,37.97742555,114.51560972019823,,Shijiazhuang,Hebei,China
273,Zhengzhong Tu,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
274,Ruicheng Feng,Flexicurve: Flexible piecewise curves estimation for photo retouching,Pik-Fix: Restoring and Colorizing Old Photos,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
275,Qi Zheng,No-reference quality assessment of variable frame-rate videos using temporal bandpass statistics,Regression or classification? new methods to evaluate no-reference picture and video quality models,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
276,Zhengzhong Tu,A completely blind video quality evaluator,Regression or classification? new methods to evaluate no-reference picture and video quality models,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
277,Mingcheng Li,Spatio-temporal domain awareness for multi-agent collaborative perception,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
278,Zhengzhong Tu,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MaxViT: Multi-axis Vision Transformer,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
279,Wei Dai,Vmaf and variants: Towards a unified vqa,Regression or classification? new methods to evaluate no-reference picture and video quality models,Hong Kong University of Science,22.3358031,114.2659087549023,,Sai Kung District,Hong Kong,China
280,Zefeng Chen,Ai-generated content (aigc): A survey,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Jinan University,22.2518247,113.52912551084435,,Xiangzhou District,Guangdong Province,China
281,Louay Hazami, Efficientvdvae: Less is more,Adaptive debanding filter,Block Inc.,37.8089951,-122.2690215,Alameda County,Oakland,California,United States
282,Li-Heng Chen,Perceptual video quality prediction emphasizing chroma distortions,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
283,Zhengzhong Tu,RAPIQUE: Rapid and accurate video quality prediction of user generated content,BBAND Index: a No-Reference Banding Artifact Predictor,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
284,Huyen T. T. Tran,An optimal tile-based approach for viewport-adaptive 360-degree video streaming,Content adaptive tiling method based on user access preference for streaming panoramic video,RIKEN,47.2760208,7.8491956,Bezirk Zofingen,,Aargau,Switzerland
285,Liang Liao,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,Efficient user-generated video quality prediction,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
286,Yixiang Mao,Progressive Frame Patching for FoV-based Point Cloud Video Streaming,Content adaptive tiling method based on user access preference for streaming panoramic video,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
287,Weiwei Cai,Delving into Important Samples of Semi-Supervised Old Photo Restoration: A New Dataset and Method,Pik-Fix: Restoring and Colorizing Old Photos,Northern Arizona University,35.1834428,-111.65500037883243,Coconino County,Flagstaff,Arizona,United States
288,Andrey Norkin,ProxIQA: A proxy approach to perceptual optimization of learned image compression,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix,48.8712345,2.3288752,,Paris,Ile-de-France,France
289,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,UGC-VQA: Benchmarking blind video quality assessment for user generated content,The Hong Kong University of Science,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
290,Zheng Chen,Dual aggregation transformer for image super-resolution,MAXIM: Multi-Axis MLP for Image Processing,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
291,Zhengzhong Tu,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MAXIM: Multi-Axis MLP for Image Processing,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
292,Yulun Zhang,Dual aggregation transformer for image super-resolution,MaxViT: Multi-axis Vision Transformer,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
293,Guangtao Zhai,A deep learning based no-reference quality assessment model for ugc videos,A comparative evaluation of temporal pooling methods for blind video quality assessment,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
294,Chenn-Jung Huang, Supporting Immersive Video Streaming via V2X Communication,Content adaptive tiling method based on user access preference for streaming panoramic video,National Dong Hwa University,23.8973249,121.5425779705339,Hualien County,,,Taiwan
295,Ziying Song,Multi-modal 3d object detection in autonomous driving: A survey and taxonomy,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Beijing Jiaotong University,39.95044035,116.33606901092409,,Haidian District,Beijing,China
296,Wei Sun,BH-VQA: Blind High Frame Rate Video Quality Assessment,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
297,Qi Zheng,A completely blind video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai,31.2323437,121.4691024,,Shanghai,Shanghai,China
298,Long Chen,FusionPlanner: A multi-task motion planner for mining trucks via multi-sensor fusion,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
299,Jie LEI,Interlayer restoration deep neural network for scalable high efficiency video coding,Adaptive debanding filter,University of Technology Sydney,-33.88325365,151.20032937174193,,Sydney,New South Wales,Australia
300,Peyman Milanfar,Svdiff: Compact parameter space for diffusion fine-tuning,MaxViT: Multi-axis Vision Transformer,Google,33.977092,-118.4092133,Los Angeles County,Los Angeles,California,United States
301,Avinab Saha,GAMIVAL: Video quality prediction on mobile cloud gaming content,Subjective quality assessment of user-generated content gaming videos,The University of Texas at Austin,30.27715345,-97.73440380486116,Travis County,Austin,Texas,United States
302,Christos G. Bampis,Learned fractional downsampling network for adaptive video streaming,Adaptive debanding filter,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
303,Xiangxu YU,RAPIQUE: Rapid and accurate video quality prediction of user generated content,A comparative evaluation of temporal pooling methods for blind video quality assessment,Washington University in St. Louis,38.64724015,-90.30840174694748,Saint Louis County,St. Louis,Missouri,United States
304,Wenxiu Sun,Exploring the effectiveness of video perceptual representation in blind video quality assessment,A comparative evaluation of temporal pooling methods for blind video quality assessment,The Hong Kong University of Science,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
305,Rafal K. Mantiuk,Robust estimation of exposure ratios in multi-exposure image stacks,BBAND Index: a No-Reference Banding Artifact Predictor,Displays,53.974367900000004,-8.987891843315612,County Mayo,,,Ireland
306,Guangtao Zhai,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
307,Qi Zheng,A completely blind video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
308,Haoning Wu,Q-align: Teaching lmms for visual scoring via discrete text-defined levels,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
309,"Abbas Jamalipour, Fellow IEEE, Fellow IEICE, Fellow IEA","A Survey on Virtual Reality over Wireless Networks: Fundamentals, QoE, Enabling Technologies, Research Trends and Open Issues",Content adaptive tiling method based on user access preference for streaming panoramic video,The University of Sydney,-33.88890725,151.18941110261173,,Sydney,New South Wales,Australia
310,Wenqian Ye,A survey on multimodal large language models for autonomous driving,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,University of Virginia,38.0410576,-78.50550841214823,Albemarle County,Charlottesville,Virginia,United States
311,Zhengzhong Tu,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
312,Zhi Li,ProxIQA: A proxy approach to perceptual optimization of learned image compression,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
313,Weiying Xie,Interlayer restoration deep neural network for scalable high efficiency video coding,Adaptive debanding filter,Xidian University,34.1251589,108.82896528504287,,Chang'an District,Shaanxi,China
314,Zhengzhong Tu,RAPIQUE: Rapid and accurate video quality prediction of user generated content,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
315,Jelena Vlaović,Content dependent representation selection model for systems based on MPEG DASH,Content adaptive tiling method based on user access preference for streaming panoramic video,Fakultet elektrotehnike,45.8008192,15.9710984020958,,City of Zagreb,,Croatia
316,Yansong Tang (唐彦嵩),Ada-dqa: Adaptive diverse quality-aware feature acquisition for video quality assessment,Efficient user-generated video quality prediction,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
317,Guoxin Zhang,Multi-modal 3d object detection in autonomous driving: A survey and taxonomy,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
318,Wenxiu Sun,Discovqa: Temporal distortion-content transformers for video quality assessment,Efficient user-generated video quality prediction,The Hong Kong University of Science,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
319,Muhammad Azeem Aslam,TQP: An Efficient Video Quality Assessment Framework for Adaptive Bitrate Video Streaming,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Northwestern Polytechnical University,34.2469224,108.91062353292654,,Beilin District,Shaanxi,China
320,Meng Zonglin,HYDRO-3D: Hybrid object detection and tracking for cooperative perception using 3D LiDAR,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
321,Yulun Zhang,Dual aggregation transformer for image super-resolution,MAXIM: Multi-Axis MLP for Image Processing,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
322,Christos G. Bampis,Learning to distort images using generative adversarial networks,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
323,Zhengzhong Tu,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
324,Luka Murn,Lightweight Deep Exemplar Colorization via Semantic Attention-Guided Laplacian Pyramid,Pik-Fix: Restoring and Colorizing Old Photos,Dublin City University,53.386489499999996,-6.25926073106762,County Dublin,Dublin,,Ireland
325,Runsheng Xu,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MAXIM: Multi-Axis MLP for Image Processing,UCLA,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
326,Qi Zheng,A completely blind video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,"Fudan University, Shanghai, China",31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
327,Zhiyun Deng,A systematic survey of control techniques and applications in connected and automated vehicles,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
328,Jingwen Hou,Discovqa: Temporal distortion-content transformers for video quality assessment,Efficient user-generated video quality prediction,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
329,Sai Karthikey  Pentapati,Perceptual video quality assessment: The journey continues!,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,University of Texas at Austin,30.2851494,-97.73393515146053,Travis County,Austin,Texas,United States
330,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
331,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,The Hong Kong University of Science,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
332,Sai Karthikey  Pentapati,Perceptual video quality assessment: The journey continues!,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
333,Shaoheng Fang,Where2comm: Communication-efficient collaborative perception via spatial confidence maps,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,UT Austin,30.284458,-97.7342106,Travis County,Austin,Texas,United States
334,Liang Liao,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
335,Chaofeng Chen,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,S-Lab,54.7391503,55.9709483,городской округ Уфа,Ufa,Bashkortostan,Russia
336,Chia-Ju  Chen,Efficient user-generated video quality prediction,Regression or classification? new methods to evaluate no-reference picture and video quality models,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
337,Alan Bovik,Subjective assessment of high dynamic range videos under different ambient conditions,BBAND Index: a No-Reference Banding Artifact Predictor,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
338,Mading Li,Quality-aware pre-trained models for blind image quality assessment,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Peking University,40.17336535,116.15722001868669,,Changping District,Beijing,China
339,Wayne Zhang,Biformer: Vision transformer with bi-level routing attention,MaxViT: Multi-axis Vision Transformer,The Chinese University of Hong Kong,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
340,Denis Demandolx,Efficient and explicit modelling of image hierarchies for image restoration,MAXIM: Multi-Axis MLP for Image Processing,Meta,3.5000086,-73.0000086,,,Meta,Colombia
341,Christos G. Bampis,Learning to distort images using generative adversarial networks,Adaptive debanding filter,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
342,Hong Lin,Ai-generated content (aigc): A survey,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Jinan University,22.2518247,113.52912551084435,,Xiangzhou District,Guangdong Province,China
343,Meng Zonglin,HYDRO-3D: Hybrid object detection and tracking for cooperative perception using 3D LiDAR,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
344,Mu Li,Modular Blind Video Quality Assessment,Subjective quality assessment of user-generated content gaming videos,Sydney University,-33.88890725,151.18941110261173,,Sydney,New South Wales,Australia
345,Zhengzhong Tu,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Adaptive debanding filter,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
346,"Md. Farhad Hossain, PhD","A Survey on Virtual Reality over Wireless Networks: Fundamentals, QoE, Enabling Technologies, Research Trends and Open Issues",Content adaptive tiling method based on user access preference for streaming panoramic video,Professor,59.8902797,11.857567,Innlandet,,,Norway
347,Yue Hu,Collaboration helps camera overtake lidar in 3d detection,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
348,Dr. Arslan Ahmad,"Measuring, modeling and integrating time-varying video quality in end-to-end multimedia service delivery: A review and open challenges",A comparative evaluation of temporal pooling methods for blind video quality assessment,Cardiff Metropolitan University,51.4960947,-3.2127615385866655,Cardiff,Cardiff,Wales,United Kingdom
349,Wei Lu,A deep learning based no-reference quality assessment model for ugc videos,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Sun Yat-sen University,23.09960335,113.29235087324346,,Haizhu District,Guangdong Province,China
350,Zhengzhong Tu,UGC-VQA: Benchmarking blind video quality assessment for user generated content,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
351,Andrey Norkin,ProxIQA: A proxy approach to perceptual optimization of learned image compression,Adaptive debanding filter,Netflix,48.8712345,2.3288752,,Paris,Ile-de-France,France
352,Nisar Ahmed,TQP: An Efficient Video Quality Assessment Framework for Adaptive Bitrate Video Streaming,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,University of Engineering,12.90806315,80.14014108509298,Tambaram,,Tamil Nadu,India
353,Qi Zheng,COVER: A comprehensive video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Shanghai,31.2323437,121.4691024,,Shanghai,Shanghai,China
354,Qi Zheng,COVER: A comprehensive video quality evaluator,Subjective quality assessment of user-generated content gaming videos,Shanghai,31.2323437,121.4691024,,Shanghai,Shanghai,China
355,Yu-Chih Chen,GAMIVAL: Video quality prediction on mobile cloud gaming content,Subjective quality assessment of user-generated content gaming videos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
356,Chaofeng Chen,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,UGC-VQA: Benchmarking blind video quality assessment for user generated content,S-Lab,54.7391503,55.9709483,городской округ Уфа,Ufa,Bashkortostan,Russia
357,Jiaqi Ma,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
358,Xin Xia,V2v4real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
359,Zhengzhong Tu,A completely blind video quality evaluator,Pik-Fix: Restoring and Colorizing Old Photos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
360,Zhengzhong Tu,Faver: Blind quality prediction of variable frame rate videos,BBAND Index: a No-Reference Banding Artifact Predictor,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
361,Jiaqi Ma,HYDRO-3D: Hybrid object detection and tracking for cooperative perception using 3D LiDAR,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,University of California,34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
362,Xin Xia,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MaxViT: Multi-axis Vision Transformer,"University of California, Los Angeles",34.070877749999994,-118.44685070595054,Los Angeles County,Los Angeles,California,United States
363,Guangtao Zhai,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,A comparative evaluation of temporal pooling methods for blind video quality assessment,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
364,Ming-Hsuan Yang,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,MAXIM: Multi-Axis MLP for Image Processing,Merced,37.1641544,-120.7678602,Merced County,,California,United States
365,Tian Meng,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,Regression or classification? new methods to evaluate no-reference picture and video quality models,Electronic Information School,34.3825551,108.98153887655354,,Weiyang District,Shaanxi,China
366,Hongyuan Yu 俞宏远,The ninth NTIRE 2024 efficient super-resolution challenge report,MAXIM: Multi-Axis MLP for Image Processing,CASIA,25.7491889,-100.148685,,Apodaca,Nuevo León,Mexico
367,Geng Yuan,Efficientformer: Vision transformers at mobilenet speed,MaxViT: Multi-axis Vision Transformer,University of Georgia,33.9404278,-83.37304904988295,Athens-Clarke County,Athens-Clarke County Unified Government,Georgia,United States
368,Christos G. Bampis,ProxIQA: A proxy approach to perceptual optimization of learned image compression,BBAND Index: a No-Reference Banding Artifact Predictor,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
369,Wenxiu Sun,Discovqa: Temporal distortion-content transformers for video quality assessment,Efficient user-generated video quality prediction,Technology,3.16129015,101.56813112882818,,Petaling Jaya,Selangor,Malaysia
370,Zhengzhong Tu,V2x-vit: Vehicle-to-everything cooperative perception with vision transformer,CoBEVT: Cooperative Bird's Eye View Semantic Segmentation with Sparse Transformers,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
371,Tian Meng,Blindly assess quality of in-the-wild videos via quality-aware pre-training and motion perception,A comparative evaluation of temporal pooling methods for blind video quality assessment,Wuhan University,30.537354049999998,114.36152031917142,,Wuchang District,Hubei,China
372,Jingwen Hou,Exploring video quality assessment on user generated contents from aesthetic and technical perspectives,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
373,Dr Nabajeet Barman,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Kingston University,51.403073899999995,-0.3032181426130893,,London,England,United Kingdom
374,Zhengzhong Tu,Blind Video Quality Assessment via Space-Time Slice Statistics,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Texas A&M University,30.6108618,-96.35206061388457,Brazos County,College Station,Texas,United States
375,Chaofeng Chen,Exploring the effectiveness of video perceptual representation in blind video quality assessment,A comparative evaluation of temporal pooling methods for blind video quality assessment,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
376,Marcos V. Conde,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Sony PlayStation,42.4621785,21.4740782,,Gjilan,,Kosovo
377,Zhi Li,Learning to distort images using generative adversarial networks,Adaptive debanding filter,Netflix Inc.,34.0891581,-118.333448,Los Angeles County,Los Angeles,California,United States
378,Dingkang Yang,"Aide: A vision-driven multi-view, multi-modal, multi-tasking dataset for assistive driving perception",V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
379,Wenxiu Sun,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,Efficient user-generated video quality prediction,The Hong Kong University of Science,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
380,Wei Sun,A deep learning based no-reference quality assessment model for ugc videos,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
381,Zhengzhong Tu,UGC-VQA: Benchmarking blind video quality assessment for user generated content,A comparative evaluation of temporal pooling methods for blind video quality assessment,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
382,Zhengzhong Tu,A completely blind video quality evaluator,FAVER: Blind Quality Prediction of Variable Frame Rate Videos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
383,Sandeep Mishra,Re-iqa: Unsupervised learning for image quality assessment in the wild,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
384,Eric Nguyen,Hyena hierarchy: Towards larger convolutional language models,MaxViT: Multi-axis Vision Transformer,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
385,Zhanghan Ke,Biformer: Vision transformer with bi-level routing attention,MaxViT: Multi-axis Vision Transformer,City University of Hong Kong,22.3400204,114.16971664362887,,Kowloon,Hong Kong,China
386,Ju Hu,Efficientformer: Vision transformers at mobilenet speed,MaxViT: Multi-axis Vision Transformer,Snap Inc.,33.988216050000005,-118.47329061789004,Los Angeles County,Los Angeles,California,United States
387,Jingwen Hou,Fast-vqa: Efficient end-to-end video quality assessment with fragment sampling,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Nanyang Technological University,1.3484104000000001,103.68293320728537,,Singapore,,Singapore
388,Weiwei Cai,Hierarchical damage correlations for old photo restoration,Pik-Fix: Restoring and Colorizing Old Photos,Northern Arizona University,35.1834428,-111.65500037883243,Coconino County,Flagstaff,Arizona,United States
389,Marcos V. Conde,AIS 2024 challenge on video quality assessment of user-generated content: Methods and results,UGC-VQA: Benchmarking blind video quality assessment for user generated content,Sony PlayStation,42.4621785,21.4740782,,Gjilan,,Kosovo
390,Andreas Geiger,End-to-end autonomous driving: Challenges and frontiers,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,University of Tübingen,48.53405945,9.071244429234808,Landkreis Tübingen,,Baden-Württemberg,Germany
391,Peyman Milanfar,Maxvit: Multi-axis vision transformer,MAXIM: Multi-Axis MLP for Image Processing,Google,33.977092,-118.4092133,Los Angeles County,Los Angeles,California,United States
392,Vishnu Pandi Chellapandi,Federated learning for connected and automated vehicles: A survey of existing approaches and challenges,V2V4Real: A real-world large-scale dataset for vehicle-to-vehicle cooperative perception,Research,-37.7066557,145.189067,,Melbourne,Victoria,Australia
393,Jiangong Wang,Federated vehicular transformers and their federations: Privacy-preserving computing and cooperation for autonomous driving,V2X-ViT: Vehicle-to-everything cooperative perception with vision transformer,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
394,Xiongkuo Min (闵雄阔),A deep learning based no-reference quality assessment model for ugc videos,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
395,Avinab Saha,GAMIVAL: Video quality prediction on mobile cloud gaming content,Subjective quality assessment of user-generated content gaming videos,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
396,Guangtao Zhai,A deep learning based no-reference quality assessment model for ugc videos,RAPIQUE: Rapid and accurate video quality prediction of user generated content,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
